Text,Language
D'xá-m' s'segód'!,Cape Verdean Creole
Inna di morrows,Jamaican Creole
Bu sabi ki óra autokaru ta txiga?,Cape Verdean Creole
mi laikim planti plis,Tok Pisin
Pronto recuperacion,Papiamento
M'kontan fè konesans ou,Haitian Creole
Nou nan yon ti bouk pa twò lwen Pòtoprens. Bouk sa a rele Fonwouj. Li gen yon pwoblèm ki gwo anpil anpil: pa gen dlo. ,Haitian Creole
Bo ta bini?,Papiamento
Mi gaan,Jamaican Creole
Sa fe lon temps nou pa we,Haitian Creole
Mi a go a di market.,Jamaican Creole
"Wha gawn bad a maanin, cyaan kum gud a evelin.",Jamaican Creole
Balus em i no goupim bilong me em i pullup long liklik pela snek bilong solwarra,Tok Pisin
"Devan yon ti kay pay gen de vye granmoun ki chita: yon nèg ki rele Byenneme, ak Delira, madanm li.",Haitian Creole
Ta un plaser di conocebo,Papiamento
Yudami!,Papiamento
sori nogut,Tok Pisin
Patin bianda,Cape Verdean Creole
"Wha gawn bad a maanin, cyaan kum gud a evelin.",Jamaican Creole
De bwoy dem teif di bleach outta de wata,Jamaican Creole
" Nos no tin tempu pa traha karta i post nan mas–muchu ménos paga gastunan di post, kiko ku tur e bankonan kinda-sorta ta pèrdè nos sèn e dianan aki–p’esei nos ta blast algun email. ",Papiamento
Bai sipsip igo wantaim tu,Tok Pisin
"mi ke men un paragraf konvolushoná, aleatorio, ku ta serka, algu manera Kerouac su konsepto original di On the Road–solamente grabá huntu pa byte. I 1 porshento mes interesante.",Papiamento
Consensa,Cape Verdean Creole
"From har poetry tu har musical tu Ring Ding, Miss Lou’s wuk fi eva fulla Jamaican vibe and culcha. ",Jamaican Creole
"As oppose to di English of di Queen, Braithwaite seh “nation language” is like di English of di slaves dat was full a African speech riddims like Hausa, Yoruba, Igbo, or Twi.",Jamaican Creole
Porfabor,Papiamento
Mas importante: Kiko eksaktamente nos ta skirbiendo ora nos ta hasiendo tur e skirbimentu aki? Mi no ta bai pretendé di inventá un término kompletamente nobo aki; ,Papiamento
E personahenan di e 5 muhénan i nan shonnan ta kompletamente fiktivo. Na Boneiru tabatin un katibu muhé Mimina ku a hui bai,Papiamento
"After di ten plague dem, Pharaoh finally let di people dem go, but him change him mind and send him army after dem.",Jamaican Creole
Un lenguage nunka ta sufisiente,Papiamento
Dis a di best.,Jamaican Creole
Ta fest ti koku,Cape Verdean Creole
"I no long taim i go pinis, mi luksave olsem ol sentens bilong mi i save go het taim mi raitim ol long skrin. Dispela i go long raitim planti samting na tu long raitim ol pas.",Tok Pisin
Mi gaan,Jamaican Creole
Un idioma nunka ta sufisiente,Papiamento
Eske ou vle danse?,Haitian Creole
Ti manham,Cape Verdean Creole
Un idioma nunka ta sufisiente,Papiamento
"Nau yet, ol 'virtual companions' na 'AI sexbots' i stap olsem wanpela liklik maket tru winim sosel midia, wantaim planti milion yusa na i no planti bilien.",Tok Pisin
Ol i stap?,Tok Pisin
Bu sabi ki óra autokaru ta txiga?,Cape Verdean Creole
Sapos Meri i go wokabaut,Tok Pisin
Bon pasco,Papiamento
Mi gaan,Jamaican Creole
"Modi bu sta?, Kuma ku bu sta?",Cape Verdean Creole
Pogivim rong bilong mipela olsem mipela i pogivim ol arapela i mekim rong long mipela.,Tok Pisin
Kijan ou ye?,Haitian Creole
"mi ke men un paragraf konvolushoná, aleatorio, ku ta serka, algu manera Kerouac su konsepto original di On the Road–solamente grabá huntu pa byte. I 1 porshento mes interesante.",Papiamento
Dixâ-m' em pás!,Cape Verdean Creole
Olá,Cape Verdean Creole
"When she says something like “mi glad fi see yuh bwoi”… “I’m happy to see you, boy” does not capture “Mi glad fi see yuh bwoi”.",Jamaican Creole
Inna di morrows,Jamaican Creole
"After di ten plague dem, Pharaoh finally let di people dem go, but him change him mind and send him army after dem.",Jamaican Creole
tempu ei. Espesialmente mi ke animá tur hende yòn pa lesa e buki aki ku un aktitut di siña nos historia sin laga rabia drenta boso kurason.,Papiamento
Yudami!,Papiamento
Pogivim rong bilong mipela olsem mipela i pogivim ol arapela i mekim rong long mipela.,Tok Pisin
D'xá-m' s'segód'!,Cape Verdean Creole
" Pon toppa dat, shi study Jamaican folklore an den she learn more bout oral tradition, proverbs, and riddles dat shi big up in har work, chat bout.",Jamaican Creole
 Di way how she tek pride inna wi culcha and chat di patwa mek di whole a wi feel good. Pon toppa dat she inspire a whole heap a Jamaican artists to buss out with boasiness.,Jamaican Creole
Di chuck want tree new tyres.,Jamaican Creole
Balus em i no goupim bilong me em i pullup long liklik pela snek bilong solwarra,Tok Pisin
sori nogut,Tok Pisin
Ki non ou?,Haitian Creole
Pronto recuperacion,Papiamento
Algin li ta papia inglés?,Cape Verdean Creole
" Pon toppa dat, shi study Jamaican folklore an den she learn more bout oral tradition, proverbs, and riddles dat shi big up in har work, chat bout.",Jamaican Creole
Porfabor Bo por bisami un biaha mas e mesun cos,Papiamento
Suzanna Fransiska (Tanchi Chu) ta un di mi welanan ku a kuida mi hopi den mi bida. Dia ku el a bai sosegá i mi tabata atendiendo su,Papiamento
Di way shi chat di patwa wid respectability mek har an expert til Bajan poet Kamau Braithwaite call it a “nation language.” ,Jamaican Creole
Boas Festas,Cape Verdean Creole
Dja N perde nhas amiga,Cape Verdean Creole
"Nau yet, ol 'virtual companions' na 'AI sexbots' i stap olsem wanpela liklik maket tru winim sosel midia, wantaim planti milion yusa na i no planti bilien.",Tok Pisin
" Di colonizers put dung di patwa – dem neva like di patwa at all, an neva seet as respectable. ",Jamaican Creole
"Pur favor, papia digabar",Cape Verdean Creole
mi laik go long Airport,Tok Pisin
Onè Respè!,Haitian Creole
Nhu ten ki bon.,Cape Verdean Creole
"mi ke men un paragraf konvolushoná, aleatorio, ku ta serka, algu manera Kerouac su konsepto original di On the Road–solamente grabá huntu pa byte. I 1 porshento mes interesante.",Papiamento
Bo ta bini?,Papiamento
Ti manham,Cape Verdean Creole
Algin li ta papia inglés?,Cape Verdean Creole
Nos ta bai.,Cape Verdean Creole
Dja N perde nhas amiga,Cape Verdean Creole
Danki,Papiamento
Fi sure wi wear patwa wid suh much pride dat it bleed inna other culcha. ,Jamaican Creole
Sila Kelie (Mai Sila) a kria mi hopi aña i e buki aki ta dediká,Papiamento
Bu cre dança ku mi?,Cape Verdean Creole
Esta su wela o bisa wela mester,Papiamento
Anmwe!,Haitian Creole
N bèlantre,Haitian Creole
Yama polis!,Papiamento
"So, Moses haffi run weh from Egypt and go live inna di wilderness.",Jamaican Creole
Sila Kelie (Mai Sila) a kria mi hopi aña i e buki aki ta dediká,Papiamento
Axe har de question.,Jamaican Creole
Suzanna Fransiska (Tanchi Chu) ta un di mi welanan ku a kuida mi hopi den mi bida. Dia ku el a bai sosegá i mi tabata atendiendo su,Papiamento
Venezuela i a traha den Kòkou. Ta di dje mi a fia e nòmber Mimina. Asin'aki e tambe por haña honor pa e kurashi ku el a demonstrá e,Papiamento
Moki bu tchoma?,Cape Verdean Creole
Dje serka ei sklabitut ta di nos? E buki aki ta skibí pa yuda nos komprondé nos historia di sklabitut mas mihó. ,Papiamento
"Shi get more famous cuz di people dem luv har, dem big har up wid har own radio show: Miss Lou’s Views.",Jamaican Creole
inap yu kam wantaim mi?,Tok Pisin
Axe har de question.,Jamaican Creole
Kote twalèt la?,Haitian Creole
Nogat. Mi siutim koronas,Tok Pisin
Mi go long market.,Tok Pisin
Bòn chans,Haitian Creole
"insait long wanpela tripela lain sentens insait long wanpela email. Em i no inap long eskius. Stat long dispela taim, mi bin traim long abrusim ol 'conjunction' taim mi inap. Ol koma, ol na, tasol, na olsem i no stap moa; insait em ol 'staccato declaratives'. ",Tok Pisin
Rele la polis!,Haitian Creole
"All a dem perform in patwa an talk bout di struggle of di people, fi sure poets and artiste like Bob Marley, Linton Kwesi Johnson, and Mutabaruka owe har nuff respeck.",Jamaican Creole
Venezuela i a traha den Kòkou. Ta di dje mi a fia e nòmber Mimina. Asin'aki e tambe por haña honor pa e kurashi ku el a demonstrá e,Papiamento
Boas Festas,Cape Verdean Creole
Venezuela i a traha den Kòkou. Ta di dje mi a fia e nòmber Mimina. Asin'aki e tambe por haña honor pa e kurashi ku el a demonstrá e,Papiamento
"Pa gen dlo menm menm. Plant ap mouri, bèt ap mouri.",Haitian Creole
papelnan ofisial mi a ripará ku el a nase na 1913.,Papiamento
" (Ating Twain i bilip olsem wok bilong raitim pas, insait long wanpela gutpela wol, i nidim tu tingting gut. Tasol em i no bin yusim email.) Las wik mi painim mi yet i putim 4-pela konjunksen",Tok Pisin
V byenvini,Haitian Creole
Mi hovercraft ta yen di conglá,Papiamento
Byen venu,Haitian Creole
Balus em i no goupim bilong me em i pullup long liklik pela snek bilong solwarra,Tok Pisin
"Wanpela wik i go pinis wanpela pren i bin singautim tupela arapela marit long kam kaikai. Bihain, ol i rausim kaikai (tasol i no wain) long tebol bilong wanem samting i kamap olsem wanpela strongpela Scrabbling.",Tok Pisin
Balus em i no goupim bilong me em i pullup long liklik pela snek bilong solwarra,Tok Pisin
Axe har de question.,Jamaican Creole
Felis cumpleaño,Papiamento
Mwen renmen ou.,Haitian Creole
"Purba pone algun prosa riba pantaya, sinembargo, i nan ta meskla nan mes basta lihé. ",Papiamento
" Di colonizers put dung di patwa – dem neva like di patwa at all, an neva seet as respectable. ",Jamaican Creole
"So, Moses haffi run weh from Egypt and go live inna di wilderness.",Jamaican Creole
Es ta bon.,Cape Verdean Creole
Kel é seu nome?,Cape Verdean Creole
Kijan ou ye?,Haitian Creole
Epi ki sa Delira reponn li?,Haitian Creole
"Moses spend forty years leading di people dem through di wilderness, and even though him never reach di Promised Land himself, him set di foundation fi di Hebrew people dem fi years to come.",Jamaican Creole
Yama polis!,Papiamento
Di chuck want tree new tyres.,Jamaican Creole
Nos ta bai.,Papiamento
"mi ke men un paragraf konvolushoná, aleatorio, ku ta serka, algu manera Kerouac su konsepto original di On the Road–solamente grabá huntu pa byte. I 1 porshento mes interesante.",Papiamento
Babay,Haitian Creole
" And so, if we could be proud of Miss Lou, then we could be proud of ourselves too.”",Jamaican Creole
Ki non ou?,Haitian Creole
Mi gaan,Jamaican Creole
"After di ten plague dem, Pharaoh finally let di people dem go, but him change him mind and send him army after dem.",Jamaican Creole
Mas importante: Kiko eksaktamente nos ta skirbiendo ora nos ta hasiendo tur e skirbimentu aki? Mi no ta bai pretendé di inventá un término kompletamente nobo aki; ,Papiamento
Eske ou vle danse?,Haitian Creole
Bònn Ane,Haitian Creole
E personahenan di e 5 muhénan i nan shonnan ta kompletamente fiktivo. Na Boneiru tabatin un katibu muhé Mimina ku a hui bai,Papiamento
"Nos skirbimentu konstante a kuminsá sinti manera un paragraf digital sin fin. No un paragraf stret i hinkadó di The Sun Also Rises òf asta un paragraf grasioso, tin bia ta slip, tin bia ta bula di Absalom! Absalom!",Papiamento
"Everybody know dat widdout Miss Lou, reggae and di whole a Jamaican music dat wi kno right now wouldn’t be di same.",Jamaican Creole
" Mipela i bihainim tingting bilong yusim sotpela, moa gutpela tok na i no longpela na i no gat bikpela pe, laspela pilai bilong mipela em ",Tok Pisin
"Wha gawn bad a maanin, cyaan kum gud a evelin.",Jamaican Creole
Felisitasyon!,Haitian Creole
Frah wha pawt yuh deh,Jamaican Creole
Tur fecha i datonan den e buki aki ta histórikamente korekto.,Papiamento
Bai sipsip igo wantaim tu,Tok Pisin
"Oh wate wate wate wate… You know dis ting a appen too offen yunnuh… somebody a seh “yOuR hAnD”. Its not your hand, its yuh han! Nuh pwoil up di culcha!”",Jamaican Creole
Nogat. Mi siutim koronas,Tok Pisin
em hamas?,Tok Pisin
Yu save?,Tok Pisin
Yuh done know.,Jamaican Creole
Bon dia,Cape Verdean Creole
Ki non ou?,Haitian Creole
Algin li ta papia inglés?,Cape Verdean Creole
Bon pasco,Papiamento
E personahenan di e 5 muhénan i nan shonnan ta kompletamente fiktivo. Na Boneiru tabatin un katibu muhé Mimina ku a hui bai,Papiamento
"Moses lead di Hebrew people dem to Mount Sinai, where Jah give him di Ten Commandments and all di laws dem fi live by",Jamaican Creole
papelnan ofisial mi a ripará ku el a nase na 1913.,Papiamento
Pasin bilong ol 'catfisher' na 'dikteta' long paulim tingting bilong ol manmeri em i samting nogut tru. ,Tok Pisin
Consensa,Cape Verdean Creole
Modi bu sta?,Cape Verdean Creole
papelnan ofisial mi a ripará ku el a nase na 1913.,Papiamento
 Di way how she tek pride inna wi culcha and chat di patwa mek di whole a wi feel good. Pon toppa dat she inspire a whole heap a Jamaican artists to buss out with boasiness.,Jamaican Creole
"N´ka kré más, obrigado(a)",Cape Verdean Creole
Yon sèl lang se janm ase,Haitian Creole
Eske ou vle danse?,Haitian Creole
"As a poet, comedian, folklorist, television and radio personality, singer and actor, di whole a Jamaica luv har like fambily and call har Miss Lou – not Louise Bennett-Coverley.",Jamaican Creole
"While him a live out deh, Moses see a burning bush, but di bush nah burn up! Jah tell Moses fi go back to Egypt and tell Pharaoh fi let di Hebrew people dem go.",Jamaican Creole
Mi go long market.,Tok Pisin
Nem bilong mi,Tok Pisin
em hamas?,Tok Pisin
She tell di pickney dem Anansi stories an sing an dance an dem luv it. Dis was my muddas first time wid Miss Lou. ,Jamaican Creole
em hamas?,Tok Pisin
Babay,Haitian Creole
"kompletamente n'e pa su amor p'ami. El a siña mi kon ta mata galiña,",Papiamento
Ki non w?,Haitian Creole
D'xá-m' s'segód'!,Cape Verdean Creole
Yu raun we,Tok Pisin
Nem bilong mi,Tok Pisin
Mi hovercraft ta yen di conglá,Papiamento
"Di way shi talk wid di children, an nuh tap wear di traditional Jamaican bandana dress, and di uppity weh shi chat patwa wid pride, even when di stush people dem try tu put har dung inspire di yute dem tu walk wid pride in demself.",Jamaican Creole
Olá,Cape Verdean Creole
Wanem nem bilong yu?,Tok Pisin
Kum ta?,Cape Verdean Creole
"Purba pone algun prosa riba pantaya, sinembargo, i nan ta meskla nan mes basta lihé. ",Papiamento
tempu ei. Espesialmente mi ke animá tur hende yòn pa lesa e buki aki ku un aktitut di siña nos historia sin laga rabia drenta boso kurason.,Papiamento
" Pon toppa dat, shi study Jamaican folklore an den she learn more bout oral tradition, proverbs, and riddles dat shi big up in har work, chat bout.",Jamaican Creole
Kuma ku bu nome?,Cape Verdean Creole
em hamas?,Tok Pisin
Yon jou se moun ki ka mouri tou. Depi lontan lontan lapli pa tonbe.,Haitian Creole
She tell di pickney dem Anansi stories an sing an dance an dem luv it. Dis was my muddas first time wid Miss Lou. ,Jamaican Creole
Bwaay! Mi did tink de test wudda eazy.,Jamaican Creole
Mekim nem bilong yu i kamap bikpela.,Tok Pisin
Sapos Meri i go wokabaut,Tok Pisin
Porfabor Bo por bisami un biaha mas e mesun cos,Papiamento
Candela!,Papiamento
Bonjou,Haitian Creole
Patin bianda,Cape Verdean Creole
Tingim bagarap bai kamap sapos ol manmeri olsem Vladimir Putin bilong Rasia o Kim Jong-un bilong Not Korea i yusim dispela teknoloji long helpim ol kantri bilong ol long mekim bikpela wok bilong 'cyber-spionage'.,Tok Pisin
"Papa Bubu, di Banda Bou, tabata manera un tawela pa mi i el a konta mi mashá kos di pasado. Su mayornan a kont'é di tempu di katibu. Hopi di loke ta skibí aki ta kosnan ku el a konta mi personalmente.",Papiamento
N´kré kumi cachupa,Cape Verdean Creole
Modi bu sta?,Cape Verdean Creole
Bon dia,Cape Verdean Creole
"Skrebe-l, pur favor",Cape Verdean Creole
"Nau yet, ol 'virtual companions' na 'AI sexbots' i stap olsem wanpela liklik maket tru winim sosel midia, wantaim planti milion yusa na i no planti bilien.",Tok Pisin
Nhu ten ki bon.,Cape Verdean Creole
Wha gwan?,Jamaican Creole
 Shi a wi hero an wi luv har because “She wrote and spoke these poems and stories and she made us proud of our own traditions.,Jamaican Creole
Yu raun we,Tok Pisin
Balus em i no goupim bilong me em i pullup long liklik pela snek bilong solwarra,Tok Pisin
"Delira: “Pa pale konsa. Se pa byen, non. Deja nou pa gen lespwa.",Haitian Creole
"Papa Bubu, di Banda Bou, tabata manera un tawela pa mi i el a konta mi mashá kos di pasado. Su mayornan a kont'é di tempu di katibu. Hopi di loke ta skibí aki ta kosnan ku el a konta mi personalmente.",Papiamento
Mi ta gusta ku bo.,Papiamento
Ta fest ti koku,Cape Verdean Creole
Bònn jounen,Haitian Creole
No bodda bawl im soon cum bak,Jamaican Creole
Bon pasco,Papiamento
Mwen renmen ou.,Haitian Creole
Di chuck want tree new tyres.,Jamaican Creole
